name,host_id,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,price,maximum_nights,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,total_amenities
1 Bed 1 Bath Apartment | Wi-Fi & Linens- 5 to LGA,420975523,f,Elmhurst,Queens,40.73697,-73.88537,Entire rental unit,Entire home/apt,8,3.0,120.0,365,221,30,3,1.54,470
Private guest suite in Crown Heights brownstone,5773254,t,Crown Heights,Brooklyn,40.67692,-73.95598,Entire rental unit,Entire home/apt,2,1.0,214.0,365,57,46,1,2.91,694
305-3 BlueDoor 18,267272502,f,Claremont Village,Bronx,40.84183905602031,-73.90699167943133,Private room in rental unit,Private room,2,1.0,55.0,365,289,0,24,0.0,615
Central Park 4 Bedroom Gem -Rare,539053684,t,Upper East Side,Manhattan,40.76732,-73.96482,Entire rental unit,Entire home/apt,10,4.0,835.0,365,256,78,1,3.8,837
3 bedrooms apt in Upper West Side!,480748439,No info available,Upper West Side,Manhattan,40.79394,-73.97205,Entire rental unit,Entire home/apt,5,3.0,389.0,365,206,60,5,3.23,410
Vibrant Bed-Stuy Hidden Gem: 2BR,539907102,t,Bedford-Stuyvesant,Brooklyn,40.68989820002746,-73.93997336444612,Entire rental unit,Entire home/apt,6,2.0,565.0,365,345,69,3,3.55,775
Stylish Loft - Union Square,539975511,No info available,Chelsea,Manhattan,40.7379457,-73.9914342,Entire loft,Entire home/apt,8,4.0,1750.0,365,365,0,5,0.0,909
9Away in The Bronx | Private Room | Brownstone,302400370,f,Mount Hope,Bronx,40.84754,-73.9069,Private room in townhouse,Private room,2,1.0,115.0,28,365,54,2,3.41,505
Nest by Fort Greene,92590045,f,Clinton Hill,Brooklyn,40.69502,-73.96982,Entire rental unit,Entire home/apt,2,1.0,210.0,30,358,0,1,0.0,987
Fantastic Flat in a Prime Location!  DeeDee Place,374968989,f,East Flatbush,Brooklyn,40.63739,-73.9363578,Private room in townhouse,Private room,2,0.0,83.0,1125,333,62,1,3.26,531
Flushing APT - Close to all,522559910,f,Maspeth,Queens,40.73503,-73.89465,Entire rental unit,Entire home/apt,4,1.0,104.0,365,259,1,2,1.0,158
Brand New Room in Greenpoint,502440822,f,Greenpoint,Brooklyn,40.73023,-73.9559645,Private room in rental unit,Private room,2,1.0,85.0,365,269,0,8,0.0,117
Lighthouse farm,538939606,f,Shore Acres,Staten Island,40.6091426589879,-74.07257755937285,Private room in tower,Private room,1,1.0,40.0,90,83,0,1,0.0,152
Big 5BR 2BA near Trains in Brooklyn,438371312,f,East New York,Brooklyn,40.67611003466693,-73.88515023995056,Entire rental unit,Entire home/apt,10,5.0,486.0,365,57,23,4,1.16,663
BIG 4BR 2BA near Trains in Brooklyn,438371312,f,East New York,Brooklyn,40.67604856939594,-73.8853904040847,Entire rental unit,Entire home/apt,8,4.0,419.0,365,13,16,4,0.84,627
Awesome ROOM in Trendy Location,502440822,f,Greenpoint,Brooklyn,40.73023,-73.9559645,Private room in rental unit,Private room,2,1.0,85.0,365,269,0,8,0.0,117
Bright ROOM in Greenpoint,502440822,f,Greenpoint,Brooklyn,40.73023,-73.9559645,Private room in rental unit,Private room,2,1.0,85.0,365,269,0,8,0.0,117
Beautiful Private ROOM,502440822,f,Greenpoint,Brooklyn,40.73023,-73.9559645,Private room in rental unit,Private room,2,1.0,85.0,365,269,3,8,0.16,117
Amazing ROOM in Greenpoint,502440822,f,Greenpoint,Brooklyn,40.73023,-73.9559645,Private room in rental unit,Private room,2,1.0,85.0,365,269,1,8,0.13,117
Stylish ROOM in Greenpoint,502440822,f,Greenpoint,Brooklyn,40.73023,-73.9559645,Private room in rental unit,Private room,2,1.0,85.0,365,269,1,8,0.2,117
Greenpoint Room private bath,502440822,f,Greenpoint,Brooklyn,40.73023,-73.9559645,Private room in rental unit,Private room,2,1.0,85.0,365,269,1,8,0.07,117
Stylish Room/ private bath,502440822,f,Greenpoint,Brooklyn,40.73023,-73.9559645,Private room in rental unit,Private room,2,1.0,85.0,365,269,0,8,0.0,117
Cozy 2BR Apt in Murray Hill | Fully Equipped,489756011,f,Murray Hill,Manhattan,40.74662519664827,-73.97834737118171,Entire rental unit,Entire home/apt,3,2.0,150.0,365,242,0,32,0.0,201
Luxury in the Heart of Brooklyn,136024214,f,Cypress Hills,Brooklyn,40.679569956937655,-73.89464863386952,Entire rental unit,Entire home/apt,8,2.0,323.0,365,302,105,7,5.12,299
New: BK Bed-Stuy Charm - 3Bed,539907102,t,Bedford-Stuyvesant,Brooklyn,40.68932326837233,-73.94020991847174,Entire rental unit,Entire home/apt,7,2.0,511.0,365,358,65,3,3.19,742
Stylish Greenwich Village Stay | Private Outdoor S,11135038,t,Greenwich Village,Manhattan,40.73486,-73.9984,Entire rental unit,Entire home/apt,4,1.0,264.0,365,193,8,2,0.42,957
邻近地铁 明亮新净的卧室-3D,462025910,t,Woodside,Queens,40.7518603,-73.9042688,Private room in townhouse,Private room,2,1.0,69.0,365,304,4,4,0.24,692
Newly renovated apartment 1+1 in Jackson Heights,541164513,f,Jackson Heights,Queens,40.75125,-73.89101,Entire rental unit,Entire home/apt,4,1.0,187.0,120,250,2,1,0.16,890
"Lovely Private Bedroom/ JM train, 15 Mins to City!",502141479,f,Bedford-Stuyvesant,Brooklyn,40.69867794175981,-73.93935086972675,Private room in rental unit,Private room,2,1.0,42.0,365,256,2,20,0.12,294
Master bedroom in Brooklyn,195280273,t,Sunset Park,Brooklyn,40.6593,-73.99215,Private room in rental unit,Private room,2,1.0,100.0,18,97,56,1,3.59,855
"Lovely home in Queens, Ny!",533678460,f,Cambria Heights,Queens,40.686242523847326,-73.72954706890697,Private room in home,Private room,4,2.0,211.0,60,89,0,1,0.0,403
Cozy 2BR Astoria Gem 5 mins from LaGuardia Airport,89196288,f,Ditmars Steinway,Queens,40.77286392562157,-73.90609961691895,Entire rental unit,Entire home/apt,4,2.0,141.0,365,311,3,2,0.5,519
"Modern BK home unit2, 30Days+",9795466,f,Crown Heights,Brooklyn,40.67213068308885,-73.93241550353547,Entire home,Entire home/apt,6,3.0,163.0,95,231,3,3,0.2,650
Bed Stuy Brownstone,40533500,t,Bedford-Stuyvesant,Brooklyn,40.68405,-73.94028,Entire townhouse,Entire home/apt,2,1.0,122.0,365,122,9,1,0.51,557
Flushing Garden Hotel.,539038184,f,Flushing,Queens,40.76956849812093,-73.83381174428315,Room in hotel,Private room,2,1.0,550.0,28,270,0,1,0.0,238
Lifestyle Shared Apt Near JFK,423769430,f,East New York,Brooklyn,40.66124,-73.89154,Private room in rental unit,Private room,2,1.0,90.0,365,365,0,3,0.0,811
Sunny Williamsburg Garden Bdrm.,169423,t,Williamsburg,Brooklyn,40.71922339562805,-73.95800230234603,Private room in rental unit,Private room,2,1.0,110.0,225,332,6,1,0.32,650
Greenwood Haven- 1B w/ Pvt Yard,540531448,t,Sunset Park,Brooklyn,40.65966936791674,-73.99387960494735,Entire rental unit,Entire home/apt,3,1.0,249.0,365,343,66,3,3.24,733
Sunny 1 bed with patio garden,2036682,f,Bushwick,Brooklyn,40.70052090349335,-73.92261013059733,Entire rental unit,Entire home/apt,2,1.0,170.0,180,252,0,1,0.0,174
"Blueground | FiDi, elevator, gym, nr Wall St",107434423,f,Financial District,Manhattan,40.70803,-74.014869,Entire rental unit,Entire home/apt,2,1.0,399.0,1125,312,0,1054,0.0,471
"Blueground | FiDi, gym, nr Freedom Tower",107434423,f,Financial District,Manhattan,40.70803,-74.014869,Entire rental unit,Entire home/apt,2,0.0,296.0,1125,307,1,1054,0.11,471
"Blueground | FiDi, gym, nr Freedom Tower",107434423,f,Financial District,Manhattan,40.70803,-74.014869,Entire rental unit,Entire home/apt,2,0.0,296.0,1125,331,0,1054,0.0,471
"Blueground | FiDi, gym, nr Freedom Tower",107434423,f,Financial District,Manhattan,40.70803,-74.014869,Entire rental unit,Entire home/apt,2,0.0,320.0,1125,205,0,1054,0.0,471
Cozy & Modern Brooklyn Retreat,436311597,No info available,Bedford-Stuyvesant,Brooklyn,40.67863898174824,-73.94447790592726,Entire rental unit,Entire home/apt,6,2.0,268.0,30,38,45,9,2.24,758
Parisian Chandelier Studio heart of West Village!,539707920,t,West Village,Manhattan,40.73163,-74.00423,Entire rental unit,Entire home/apt,3,1.0,291.0,50,48,22,2,1.11,659
Modern & Cozy Brooklyn Retreat,436311597,No info available,Bedford-Stuyvesant,Brooklyn,40.678291427486286,-73.94459242431688,Entire rental unit,Entire home/apt,7,2.0,276.0,30,31,56,9,2.78,789
Room/office  queens,22699146,t,Ozone Park,Queens,40.67433,-73.85498,Private room in home,Private room,2,1.0,1000.0,730,270,47,3,2.51,592
Cozy Place in Bushwick/Ridgewood!,86979892,t,Ridgewood,Queens,40.70380396680642,-73.91047743662554,Entire rental unit,Entire home/apt,4,2.0,300.0,365,100,33,1,3.17,730
Affordable Private Room Manhattan | Blue Echo,243489304,f,Chinatown,Manhattan,40.71388,-73.99439,Private room in rental unit,Private room,2,1.0,99.0,1125,144,78,7,4.08,293
Affordable Private Room in Manhattan | Bluebird,243489304,f,Lower East Side,Manhattan,40.71482554447592,-73.98663084969088,Private room in rental unit,Private room,2,1.0,99.0,1125,139,83,7,4.43,142
"Blueground | FiDi, gym, nr Freedom Tower",107434423,f,Financial District,Manhattan,40.70803,-74.014869,Entire rental unit,Entire home/apt,2,0.0,315.0,1125,313,0,1054,0.0,471
"Blueground | FiDi, gym, nr Freedom Tower",107434423,f,Financial District,Manhattan,40.70803,-74.014869,Entire rental unit,Entire home/apt,2,0.0,315.0,1125,254,0,1054,0.0,471
"Blueground | FiDi, gym, nr Freedom Tower",107434423,f,Financial District,Manhattan,40.70803,-74.014869,Entire rental unit,Entire home/apt,2,0.0,296.0,1125,311,0,1054,0.0,471
"Blueground | FiDi, gym, nr Freedom Tower",107434423,f,Financial District,Manhattan,40.70803,-74.014869,Entire rental unit,Entire home/apt,2,0.0,315.0,1125,305,0,1054,0.0,471
"Blueground | FiDi, gym, nr Freedom Tower",107434423,f,Financial District,Manhattan,40.70803,-74.014869,Entire rental unit,Entire home/apt,2,0.0,296.0,1125,311,0,1054,0.0,471
UWS near Central Park 2BR Apt with Gym & Pool,2867137,f,Upper West Side,Manhattan,40.793553968916406,-73.9669217331542,Entire rental unit,Entire home/apt,5,2.0,271.0,730,348,2,85,0.17,596
Brand New Suite! Washer! Kitchenette! 24/7 Parking,39648442,f,Flushing,Queens,40.7433662150708,-73.82638899786183,Entire guest suite,Entire home/apt,1,1.0,95.0,365,351,1,4,0.13,994
"""Central Full-Floor Apartment: Ultimate Manhattan",539071268,f,Midtown,Manhattan,40.74397,-73.98421,Entire rental unit,Entire home/apt,9,3.0,751.0,365,245,48,1,2.4,458
Luxury Oasis in the Heart of Brooklyn,136024214,f,Cypress Hills,Brooklyn,40.67747,-73.89278,Entire rental unit,Entire home/apt,8,3.0,323.0,365,277,83,7,4.02,276
Luxury 6BR Home in Brooklyn,136024214,f,Cypress Hills,Brooklyn,40.67720358932127,-73.89451119070746,Entire rental unit,Entire home/apt,14,6.0,747.0,365,276,8,7,0.59,309
3 Bedrooms near Trains with Laundry,438371312,f,Cypress Hills,Brooklyn,40.677797,-73.8855388,Entire rental unit,Entire home/apt,7,3.0,335.0,365,41,16,4,0.81,748
Bright 1-Bed Apt in Park Slope-Dedicated Workspace,46580997,f,South Slope,Brooklyn,40.66526,-73.98915,Entire rental unit,Entire home/apt,2,1.0,160.0,60,194,1,1,0.09,761
Cozy Studio 6 people in the Heart Of Manhattan#7,343450886,t,Midtown,Manhattan,40.74806,-73.98861,Entire rental unit,Entire home/apt,6,0.0,305.0,365,254,12,4,0.59,761
Prfectly Located Chic Studio | Pet-friendly,448326434,f,Brooklyn Heights,Brooklyn,40.69401,-73.99244,Entire rental unit,Entire home/apt,2,0.0,181.0,365,284,1,26,0.08,387
Exclusive Apartment 519 | Shared Bathroom,401202937,f,Midtown,Manhattan,40.74634226381997,-73.9874911451625,Private room in rental unit,Private room,3,1.0,127.0,365,234,36,69,1.85,583
Magical Studio - EV Prime!,46410542,f,East Village,Manhattan,40.72897,-73.98531,Entire rental unit,Entire home/apt,2,1.0,140.0,365,136,1,8,0.06,476
Convenient Apartment Upper East,266818709,t,Upper East Side,Manhattan,40.7718464804292,-73.95974140912894,Entire rental unit,Entire home/apt,3,1.0,280.0,365,221,61,1,3.0,373
"2BR, W/ w/d in unit, By Subway",51589519,No info available,Greenpoint,Brooklyn,40.7303513,-73.95489239999999,Entire rental unit,Entire home/apt,4,2.0,275.0,365,306,3,40,0.18,709
The Ledrina Splendid  brunette,531890530,f,East Flatbush,Brooklyn,40.647891,-73.95070849999999,Private room in bed and breakfast,Private room,2,1.0,62.0,1125,365,0,2,0.0,156
1BR Artsy Attic near Trains in Brooklyn,438371312,f,East New York,Brooklyn,40.676116896646604,-73.8850858669342,Entire rental unit,Entire home/apt,2,1.0,215.0,365,80,15,4,0.74,217
BIG 4BR 5Beds in Brooklyn near Trains and JFK,483976430,f,East New York,Brooklyn,40.67256881838108,-73.89326990301461,Entire rental unit,Entire home/apt,9,4.0,394.0,365,56,21,3,1.04,771
Spacious one bedroom w/ patio,4134337,t,Williamsburg,Brooklyn,40.71532,-73.94194,Entire rental unit,Entire home/apt,3,1.0,163.0,365,154,7,3,0.35,538
Central Upper West Side Room,124855093,t,Upper West Side,Manhattan,40.7997631,-73.9696417,Private room in rental unit,Private room,2,1.0,180.0,30,253,63,2,3.09,941
Super cute 1 bed with balcony,10499050,f,Williamsburg,Brooklyn,40.71666422956643,-73.95042094544434,Entire rental unit,Entire home/apt,4,1.0,300.0,365,228,0,1,0.0,665
East Village Oasis: Modern & Cozy!,3344231,f,East Village,Manhattan,40.72919547972832,-73.98973163291375,Entire rental unit,Entire home/apt,2,1.0,188.0,365,68,72,1,3.73,374
Serenity in the City,340356722,f,East Harlem,Manhattan,40.788637821688994,-73.94240166569922,Private room in rental unit,Private room,3,2.0,160.0,120,178,0,1,0.0,271
Peaceful Room,45559736,f,East New York,Brooklyn,40.6700764,-73.8767192,Private room in rental unit,Private room,2,1.0,280.0,365,269,0,1,0.0,253
Chic & Calm Room in Brooklyn,529898329,f,Sunset Park,Brooklyn,40.64514111009383,-74.01927105422408,Private room in rental unit,Private room,1,1.0,100.0,1125,269,0,2,0.0,804
A sweet escape,390560570,t,Cambria Heights,Queens,40.70106,-73.7424,Entire home,Entire home/apt,6,1.0,180.0,365,227,12,5,1.8,410
sunshine suit,273393112,f,Midwood,Brooklyn,40.6126914170067,-73.95681878283423,Entire rental unit,Entire home/apt,4,2.0,195.0,90,270,0,2,0.0,151
Cozy and spacious studio,12347714,f,West Village,Manhattan,40.73083,-74.00272,Entire rental unit,Entire home/apt,2,1.0,250.0,90,365,0,1,0.0,85
Large 3BR 4Beds in Brooklyn near Trains and JFK,483976430,f,East New York,Brooklyn,40.67534,-73.89333,Entire rental unit,Entire home/apt,8,3.0,348.0,365,66,20,3,1.02,717
"Beautiful 1BR Condo in Manhattan, Great Amenities",137358866,t,Financial District,Manhattan,40.7092191,-74.0137534,Entire condo,Entire home/apt,2,1.0,303.0,365,304,5,82,0.26,629
Cozy Prospect Park Apartment,36561699,f,Prospect-Lefferts Gardens,Brooklyn,40.6568041,-73.9583001,Entire rental unit,Entire home/apt,2,1.0,98.0,365,256,0,1,0.0,138
"Blueground | West Village, w/d, fully furnished",107434423,f,West Village,Manhattan,40.7330743,-74.00561669999999,Entire rental unit,Entire home/apt,2,1.0,452.0,1125,121,0,1054,0.0,433
"Blueground | UWS, gym, w/d & doorman, nr park",107434423,f,Upper West Side,Manhattan,40.777553,-73.9834589,Entire rental unit,Entire home/apt,2,1.0,505.0,1125,18,0,1054,0.0,471
"Blueground | UWS, gym, close to central park",107434423,f,Upper West Side,Manhattan,40.777553,-73.9834589,Entire rental unit,Entire home/apt,2,1.0,513.0,1125,277,1,1054,0.09,471
"Blueground | Midtown W, gym & w/d, nr Hudson river",107434423,f,Hell's Kitchen,Manhattan,40.76778789999999,-73.99174099999999,Entire rental unit,Entire home/apt,2,2.0,633.0,1125,269,1,1054,0.07,512
"Blueground | Midtown W, elevator & w/d, nr park",107434423,f,Hell's Kitchen,Manhattan,40.7677253,-73.9915642,Entire rental unit,Entire home/apt,4,2.0,594.0,1125,311,0,1054,0.0,482
Cozy Room in a Sun-Filled Appt,76654710,f,East Village,Manhattan,40.72112891700374,-73.97906971622136,Private room in rental unit,Private room,2,1.0,85.0,365,99,1,2,0.06,660
Exclusive Apartment 723 | Shared Bathroom,401202937,f,Midtown,Manhattan,40.74677627704159,-73.98891230111407,Private room in rental unit,Private room,2,1.0,108.0,365,236,25,69,1.27,203
Best Private Room w/bath,476218709,f,Ridgewood,Queens,40.7029711,-73.90955079999999,Private room in rental unit,Private room,2,1.0,47.0,365,270,1,11,0.06,95
01 3915 NYC Flushing #1 Own Full Bathroom,303020032,f,Flushing,Queens,40.75918,-73.83581,Private room in home,Private room,2,1.0,83.0,730,365,0,21,0.0,795
Brand New Beautiful Suite! Free Parking! Main St!,342060071,f,Flushing,Queens,40.74551,-73.82649,Entire guest suite,Entire home/apt,2,1.0,148.0,365,229,0,5,0.0,828
"Blueground | Midtown, roofdeck & w/d, nr park",107434423,f,Midtown,Manhattan,40.76223,-73.975681,Entire rental unit,Entire home/apt,4,2.0,576.0,1125,324,0,1054,0.0,468
"Blueground | Midtown, doorman & w/d, nr park",107434423,f,Midtown,Manhattan,40.76223,-73.975681,Entire rental unit,Entire home/apt,4,2.0,531.0,1125,220,0,1054,0.0,468
"Blueground | Midtown, elevator & w/d, nr park",107434423,f,Midtown,Manhattan,40.76223,-73.975681,Entire rental unit,Entire home/apt,4,2.0,586.0,1125,13,0,1054,0.0,468
Central East cozy nest,228107908,f,Kips Bay,Manhattan,40.742571543216265,-73.97300658250205,Entire rental unit,Entire home/apt,4,2.0,896.0,365,269,0,1,0.0,45
Cozy Three Bedroom on Mullberry - Little Italy!,455047705,f,Lower East Side,Manhattan,40.71861,-73.98931,Entire rental unit,Entire home/apt,6,3.0,566.0,365,104,19,1,0.98,249
Your Small Private Room,397598833,f,Bedford-Stuyvesant,Brooklyn,40.691106624854726,-73.9376683818522,Private room in rental unit,Private room,1,1.0,36.0,365,126,9,8,0.45,645
"Blueground | FiDi, gym, nr Freedom Tower",107434423,f,Financial District,Manhattan,40.70803,-74.014869,Entire rental unit,Entire home/apt,2,0.0,296.0,1125,311,0,1054,0.0,471
Heart of Manhattan walk to all,541397825,f,Midtown,Manhattan,40.74382,-73.98259,Entire home,Entire home/apt,8,3.0,466.0,365,245,36,1,1.99,495
Cozy Pre-War Harlem Studio Apartment,10806025,f,Harlem,Manhattan,40.81854006640637,-73.94341125993142,Entire place,Entire home/apt,2,1.0,150.0,365,243,80,2,4.1,340
Beautiful luxury Home 3br with backyard & parking,185784030,t,East Flatbush,Brooklyn,40.657048536894166,-73.92719080542744,Entire home,Entire home/apt,8,3.0,319.0,1125,313,49,1,2.42,1455
Kasa Lantern LES | Penthouse w/ Kitchen & Balcony,88566861,f,Lower East Side,Manhattan,40.71908763217981,-73.9888778461744,Entire serviced apartment,Entire home/apt,4,2.0,999.0,1125,259,2,4,0.19,660
521 West 48-Two bed apartment,51501835,f,Hell's Kitchen,Manhattan,40.76332439700842,-73.99474586186238,Entire rental unit,Entire home/apt,4,2.0,220.0,365,225,3,180,0.16,306
Beautiful Apartment in the heart of Bushwick,539264700,No info available,Bushwick,Brooklyn,40.7053156,-73.91753109999999,Private room in rental unit,Private room,2,1.0,223.0,30,225,46,1,3.02,712
"Blueground | East Village, w/d, nr nightlife",107434423,f,East Village,Manhattan,40.7255028,-73.9798509,Entire rental unit,Entire home/apt,4,2.0,462.0,1125,312,0,1054,0.0,438
"Blueground | E Village, w/d, nr restaurants & park",107434423,f,East Village,Manhattan,40.7299922,-73.9804151,Entire rental unit,Entire home/apt,4,2.0,455.0,1125,365,0,1054,0.0,433
"Lovely Apt: Queen Bed, Quiet A/C, Close to Subway",21315876,t,East Village,Manhattan,40.72353479650991,-73.9873455206543,Entire rental unit,Entire home/apt,4,1.0,287.0,36,88,65,2,3.46,1008
Gorgeous luxury house with 3 bedrooms and backyard,694787997,f,East Flatbush,Brooklyn,40.65864856044564,-73.92682024781395,Entire home,Entire home/apt,8,3.0,315.0,1125,302,61,1,3.14,1415
Prime Williamsburg,235676280,f,Williamsburg,Brooklyn,40.70676011040564,-73.96817153737122,Private room in rental unit,Private room,4,1.0,315.0,365,263,0,2,0.0,149
"Blueground | Midtown E, elevator, nr subway",107434423,f,Midtown,Manhattan,40.7594614,-73.9712201,Entire rental unit,Entire home/apt,4,2.0,473.0,1125,74,0,1054,0.0,484
"Blueground | Midtown E, elevator, nr transport",107434423,f,Midtown,Manhattan,40.7594614,-73.9712201,Entire rental unit,Entire home/apt,2,1.0,376.0,1125,79,0,1054,0.0,464
Townhome Garden Sanctuary,6368396,t,Crown Heights,Brooklyn,40.67665684486924,-73.94563119206543,Entire guest suite,Entire home/apt,4,1.0,245.0,365,108,26,1,2.15,1266
Luxury in South Brooklyn,364130683,f,Canarsie,Brooklyn,40.64319,-73.88861,Entire rental unit,Entire home/apt,2,1.0,220.0,365,365,0,1,0.0,133
Cypress Hills Cozy BK pvt 2 bedroom,405662122,f,Cypress Hills,Brooklyn,40.68525521004758,-73.86780558412886,Entire rental unit,Entire home/apt,6,2.0,286.0,365,355,54,2,2.68,766
Cozy room w fullsize bed(2S),110008554,f,Flushing,Queens,40.75723,-73.79826,Private room in home,Private room,1,1.0,57.0,365,312,6,8,0.31,432
Mott Haven Room,357257077,t,Mott Haven,Bronx,40.807447,-73.914408,Entire home,Entire home/apt,2,1.0,181.0,18,67,28,1,2.04,329
Number one location,539392095,f,Kips Bay,Manhattan,40.74191284767835,-73.98240270421714,Entire rental unit,Entire home/apt,6,2.0,288.0,365,267,44,1,2.22,494
Large Loft style Studio/1BR UES,40523974,f,Upper East Side,Manhattan,40.77946,-73.95304,Entire rental unit,Entire home/apt,3,0.0,189.0,365,72,0,19,0.0,426
Nest Manhattan Family Studio,2450827,f,Midtown,Manhattan,40.7482035416208,-73.98862134776694,Entire rental unit,Entire home/apt,5,1.0,236.0,28,144,15,1,2.74,415
UES Cozy Private Room w Patio,267839371,f,Upper East Side,Manhattan,40.77432358851105,-73.95176039606905,Private room in rental unit,Private room,2,1.0,114.0,365,216,66,1,3.33,549
Comfy Room in Manhattan close to Subway,45364265,f,Washington Heights,Manhattan,40.852211577679945,-73.93244425388386,Private room in rental unit,Private room,2,1.0,55.0,60,52,2,6,0.5,617
Brooklyn Inn,93868163,f,Flatlands,Brooklyn,40.61987429989976,-73.93944685195812,Entire rental unit,Entire home/apt,5,2.0,124.0,365,269,0,1,0.0,136
Cozyy Room in Upper West Manhattan,45364265,f,Washington Heights,Manhattan,40.850299390462816,-73.93090446105681,Private room in rental unit,Private room,2,1.0,52.0,1125,138,1,6,0.14,611
chiltown,390560570,t,Wakefield,Bronx,40.8853218,-73.8514283,Entire rental unit,Entire home/apt,6,2.0,160.0,365,365,1,5,1.0,684
Heart of Williamsburg,510038519,f,Williamsburg,Brooklyn,40.71742195445962,-73.95921084202011,Entire rental unit,Entire home/apt,4,3.0,157.0,365,35,0,1,0.0,618
Cozy Bedroom in Bed-Stuy Gem,146345538,f,Bedford-Stuyvesant,Brooklyn,40.6856544,-73.9441794,Private room in rental unit,Private room,2,1.0,46.0,365,267,0,21,0.0,84
Private Room in Stylish Apt,146345538,f,Bedford-Stuyvesant,Brooklyn,40.6856544,-73.9441794,Private room in rental unit,Private room,2,1.0,42.0,365,267,0,21,0.0,84
Private Room in Historic Charm,146345538,f,Bedford-Stuyvesant,Brooklyn,40.6856544,-73.9441794,Private room in rental unit,Private room,2,1.0,44.0,365,267,1,21,0.08,84
Cozy Haven for Long-Term Guests,146345538,f,Bedford-Stuyvesant,Brooklyn,40.6856544,-73.9441794,Private room in rental unit,Private room,2,1.0,51.0,365,267,1,21,0.05,84
Private Cozy Bohemian,3818314,No info available,Crown Heights,Brooklyn,40.664093868531445,-73.93037287542117,Entire rental unit,Entire home/apt,2,1.0,210.0,365,80,129,3,6.37,476
"HUGE bedroom, private bathroom, laundry, HDTV #612",3223938,f,East Harlem,Manhattan,40.80051,-73.94196,Private room in rental unit,Private room,1,4.0,56.0,365,194,0,592,0.0,236
Room in spacious UES apartment,7901785,t,Upper East Side,Manhattan,40.76184,-73.96195,Private room in rental unit,Private room,1,1.0,82.0,365,277,3,2,0.49,423
beautiful 4 bedrooms near subway,391579286,f,Crown Heights,Brooklyn,40.67275805301372,-73.93155354265423,Entire rental unit,Entire home/apt,10,4.0,253.0,365,191,43,6,2.18,764
Beautiful spacious home + patio,391579286,f,Crown Heights,Brooklyn,40.67387822792973,-73.93105175346136,Entire home,Entire home/apt,15,5.0,358.0,30,254,42,6,2.21,956
Luxury High Ceiling 1Bedroom Renovated W. 45TH ST!,29468219,No info available,Hell's Kitchen,Manhattan,40.7621131,-73.9950135,Entire rental unit,Entire home/apt,2,1.0,175.0,1125,272,4,12,0.21,722
"HDTV, laundry, 11 min walk to Central Park #613",3223938,f,East Harlem,Manhattan,40.79849714790871,-73.94389089204333,Private room in rental unit,Private room,1,4.0,54.0,365,269,0,592,0.0,236
BEST Williamsburg location! Cozy,305092694,f,Williamsburg,Brooklyn,40.71687043991017,-73.95877725785859,Entire rental unit,Entire home/apt,3,1.0,150.0,1125,273,8,3,0.45,849
Comfortable Bed-Stuy Bedroom,146345538,f,Bedford-Stuyvesant,Brooklyn,40.6856544,-73.9441794,Private room in rental unit,Private room,2,1.0,67.0,365,257,2,21,0.29,95
NY Month-to-Month Rental,146675319,f,Mount Hope,Bronx,40.84997,-73.90331,Private room in rental unit,Private room,2,1.0,200.0,365,365,0,1,0.0,223
Master Bedroom/Private BA in KipsBay,215530555,f,Kips Bay,Manhattan,40.74124580000001,-73.9804547,Private room in rental unit,Private room,2,1.0,204.0,365,57,26,1,3.33,379
Queens Casa *NEW*,44850216,f,Howard Beach,Queens,40.6527339,-73.8351607,Entire home,Entire home/apt,6,2.0,194.0,365,247,0,1,0.0,673
Cozy Guest Suit w/ private bath / King size bed,72904238,t,College Point,Queens,40.78058643033789,-73.84250920254783,Private room in home,Private room,2,1.0,106.0,50,241,58,2,2.92,493
Whole apartment with 3 Beds/2baths,269837702,f,Civic Center,Manhattan,40.71619419757378,-74.00041282786675,Entire condo,Entire home/apt,6,3.0,522.0,365,200,18,1,0.92,461
Private Bedroom Suite in Modern Townhome,15185649,t,Bedford-Stuyvesant,Brooklyn,40.6828,-73.92432,Private room in home,Private room,2,1.0,98.0,29,197,74,1,4.4,1100
"Entire unit 3BR near LGA, 7Train Citifield Usopen",72904238,t,College Point,Queens,40.7791,-73.8417,Entire home,Entire home/apt,4,3.0,279.0,60,216,56,2,2.79,350
Beautifully Reno'd 1BR (W/D) 12 mins to Manhattan,32212,t,Bedford-Stuyvesant,Brooklyn,40.68884467682968,-73.9303994005861,Entire rental unit,Entire home/apt,4,1.0,149.0,365,236,6,2,0.32,771
25 Min Manhattan 2BR Apt-Bedstuy,21299191,f,Bedford-Stuyvesant,Brooklyn,40.68943,-73.93586,Entire rental unit,Entire home/apt,2,2.0,206.0,365,270,0,3,0.0,546
High-Line Haven: Urban Elegance,27703258,t,Chelsea,Manhattan,40.74433984422416,-74.00486668966732,Entire rental unit,Entire home/apt,2,1.0,243.0,365,215,6,2,0.38,993
3-Bedroom Home-yonkers,465866457,No info available,Wakefield,Bronx,40.90591872969646,-73.84733651573727,Entire home,Entire home/apt,15,3.0,149.0,365,250,2,12,0.1,1113
